cpd_id	Pathway	Description
C01897	996	Biosynthesis of various alkaloids
C01897	1063	Biosynthesis of alkaloids derived from shikimate pathway
C01897	7042	Antineoplastics - agents from natural products
C01898	500	Starch and sucrose metabolism
C01898	1100	Metabolic pathways
C01902	100	Steroid biosynthesis
C01902	1060	Biosynthesis of plant secondary metabolites
C01902	1062	Biosynthesis of terpenoids and steroids
C01902	1070	Biosynthesis of plant hormones
C01902	1100	Metabolic pathways
C01902	1110	Biosynthesis of secondary metabolites
C01904	40	Pentose and glucuronate interconversions
C01904	1100	Metabolic pathways
C01907	1057	Biosynthesis of type II polyketide products
C01907	1110	Biosynthesis of secondary metabolites
C01909	780	Biotin metabolism
C01909	1100	Metabolic pathways
C01909	1240	Biosynthesis of cofactors
C01912	522	"Biosynthesis of 12-, 14- and 16-membered macrolides"
C01912	1052	Type I polyketide structures
C01912	1100	Metabolic pathways
C01912	1110	Biosynthesis of secondary metabolites
C01917	524	"Neomycin, kanamycin and gentamicin biosynthesis"
C01917	1110	Biosynthesis of secondary metabolites
C01920	907	"Pinene, camphor and geraniol degradation"
C01920	1120	Microbial metabolism in diverse environments
C01921	120	Primary bile acid biosynthesis
C01921	121	Secondary bile acid biosynthesis
C01921	1100	Metabolic pathways
C01921	4976	Bile secretion
C01921	4979	Cholesterol metabolism
C01929	340	Histidine metabolism
C01929	1100	Metabolic pathways
C01929	1110	Biosynthesis of secondary metabolites
C01931	970	Aminoacyl-tRNA biosynthesis
C01934	51	Fructose and mannose metabolism
C01934	1100	Metabolic pathways
C01934	1120	Microbial metabolism in diverse environments
C01935	500	Starch and sucrose metabolism
C01935	1100	Metabolic pathways
C01935	1110	Biosynthesis of secondary metabolites
C01935	2010	ABC transporters
C01937	4976	Bile secretion
C01941	261	Monobactam biosynthesis
C01941	1100	Metabolic pathways
C01941	1110	Biosynthesis of secondary metabolites
C01941	7012	Cephalosporins - parenteral agents
C01943	100	Steroid biosynthesis
C01943	1100	Metabolic pathways
C01943	1110	Biosynthesis of secondary metabolites
C01944	62	Fatty acid elongation
C01944	71	Fatty acid degradation
C01944	405	Phenazine biosynthesis
C01944	785	Lipoic acid metabolism
C01944	1100	Metabolic pathways
C01944	1110	Biosynthesis of secondary metabolites
C01944	1212	Fatty acid metabolism
C01944	1240	Biosynthesis of cofactors
C01946	522	"Biosynthesis of 12-, 14- and 16-membered macrolides"
C01946	1052	Type I polyketide structures
C01946	1100	Metabolic pathways
C01946	1110	Biosynthesis of secondary metabolites
C01946	2010	ABC transporters
C01953	140	Steroid hormone biosynthesis
C01953	1100	Metabolic pathways
C01953	4913	Ovarian steroidogenesis
C01953	4925	Aldosterone synthesis and secretion
C01953	4927	Cortisol synthesis and secretion
C01953	4934	Cushing syndrome
C01957	902	Monoterpenoid biosynthesis
C01957	1110	Biosynthesis of secondary metabolites
C01959	430	Taurine and hypotaurine metabolism
C01962	270	Cysteine and methionine metabolism
C01962	1100	Metabolic pathways
C01983	627	Aminobenzoate degradation
C01983	1120	Microbial metabolism in diverse environments
C01984	627	Aminobenzoate degradation
C01984	1120	Microbial metabolism in diverse environments
C01987	380	Tryptophan metabolism
C01987	627	Aminobenzoate degradation
C01987	1100	Metabolic pathways
C01987	1120	Microbial metabolism in diverse environments
C01989	630	Glyoxylate and dicarboxylate metabolism
C01990	630	Glyoxylate and dicarboxylate metabolism
C01996	564	Glycerophospholipid metabolism
C01996	4024	cAMP signaling pathway
C01996	4080	Neuroactive ligand-receptor interaction
C01996	4721	Synaptic vesicle cycle
C01996	4725	Cholinergic synapse
C01996	4742	Taste transduction
C01996	4810	Regulation of actin cytoskeleton
C01996	4911	Insulin secretion
C01996	4970	Salivary secretion
C01996	4971	Gastric acid secretion
C01996	4972	Pancreatic secretion
C01996	4976	Bile secretion
C01996	5022	Pathways of neurodegeneration - multiple diseases
C01996	5033	Nicotine addiction
C01998	643	Styrene degradation
C01998	1120	Microbial metabolism in diverse environments
C02002	4610	Complement and coagulation cascades
C02004	909	Sesquiterpenoid and triterpenoid biosynthesis
C02004	1062	Biosynthesis of terpenoids and steroids
C02004	1100	Metabolic pathways
C02004	1110	Biosynthesis of secondary metabolites
C02029	908	Zeatin biosynthesis
C02029	1110	Biosynthesis of secondary metabolites
C02029	4075	Plant hormone signal transduction
C02033	524	"Neomycin, kanamycin and gentamicin biosynthesis"
C02033	1110	Biosynthesis of secondary metabolites
C02034	904	Diterpenoid biosynthesis
C02034	1100	Metabolic pathways
C02034	1110	Biosynthesis of secondary metabolites
C02035	904	Diterpenoid biosynthesis
C02035	1100	Metabolic pathways
C02035	1110	Biosynthesis of secondary metabolites
C02041	1040	Biosynthesis of unsaturated fatty acids
C02041	1212	Fatty acid metabolism
C02046	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
C02046	1064	"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
C02046	1100	Metabolic pathways
C02046	1110	Biosynthesis of secondary metabolites
C02047	970	Aminoacyl-tRNA biosynthesis
C02049	4973	Carbohydrate digestion and absorption
C02050	1040	Biosynthesis of unsaturated fatty acids
C02050	1100	Metabolic pathways
C02050	1212	Fatty acid metabolism
C02051	260	"Glycine, serine and threonine metabolism"
C02051	785	Lipoic acid metabolism
C02051	1100	Metabolic pathways
C02059	130	Ubiquinone and other terpenoid-quinone biosynthesis
C02059	1100	Metabolic pathways
C02059	1110	Biosynthesis of secondary metabolites
C02059	1240	Biosynthesis of cofactors
C02059	4977	Vitamin digestion and absorption
C02061	195	Photosynthesis
C02061	1100	Metabolic pathways
C02066	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
C02066	1110	Biosynthesis of secondary metabolites
C02067	240	Pyrimidine metabolism
C02067	1100	Metabolic pathways
C02074	901	Indole alkaloid biosynthesis
C02074	1110	Biosynthesis of secondary metabolites
C02075	830	Retinol metabolism
C02075	1100	Metabolic pathways
C02075	4977	Vitamin digestion and absorption
C02076	710	Carbon fixation in photosynthetic organisms
C02076	1100	Metabolic pathways
C02079	404	Staurosporine biosynthesis
C02079	1100	Metabolic pathways
C02079	1110	Biosynthesis of secondary metabolites
C02084	920	Sulfur metabolism
C02084	1100	Metabolic pathways
C02084	1120	Microbial metabolism in diverse environments
C02084	2020	Two-component system
C02090	480	Glutathione metabolism
C02090	1100	Metabolic pathways
C02091	230	Purine metabolism
C02091	1100	Metabolic pathways
C02091	1120	Microbial metabolism in diverse environments
C02094	830	Retinol metabolism
C02094	906	Carotenoid biosynthesis
C02094	1060	Biosynthesis of plant secondary metabolites
C02094	1062	Biosynthesis of terpenoids and steroids
C02094	1070	Biosynthesis of plant hormones
C02094	1100	Metabolic pathways
C02094	1110	Biosynthesis of secondary metabolites
C02094	1240	Biosynthesis of cofactors
C02094	4977	Vitamin digestion and absorption
C02105	950	Isoquinoline alkaloid biosynthesis
C02105	1063	Biosynthesis of alkaloids derived from shikimate pathway
C02105	1100	Metabolic pathways
C02105	1110	Biosynthesis of secondary metabolites
C02106	950	Isoquinoline alkaloid biosynthesis
C02106	1063	Biosynthesis of alkaloids derived from shikimate pathway
C02106	1100	Metabolic pathways
C02106	1110	Biosynthesis of secondary metabolites
C02110	830	Retinol metabolism
C02110	1100	Metabolic pathways
C02110	4744	Phototransduction
C02112	4745	Phototransduction - fly
C02112	4975	Fat digestion and absorption
C02112	4977	Vitamin digestion and absorption
C02123	630	Glyoxylate and dicarboxylate metabolism
C02124	361	Chlorocyclohexane and chlorobenzene degradation
C02124	1100	Metabolic pathways
C02124	1120	Microbial metabolism in diverse environments
C02124	1220	Degradation of aromatic compounds
C02133	561	Glycerolipid metabolism
C02133	1100	Metabolic pathways
C02134	950	Isoquinoline alkaloid biosynthesis
C02134	1110	Biosynthesis of secondary metabolites
C02135	4614	Renin-angiotensin system
C02135	4924	Renin secretion
C02135	5171	Coronavirus disease - COVID-19
C02135	5415	Diabetic cardiomyopathy
C02135	7229	Angiotensin receptor and endothelin receptor antagonists
C02137	360	Phenylalanine metabolism
C02137	627	Aminobenzoate degradation
C02137	1100	Metabolic pathways
C02137	1120	Microbial metabolism in diverse environments
C02139	860	Porphyrin metabolism
C02139	1100	Metabolic pathways
C02139	1110	Biosynthesis of secondary metabolites
C02140	140	Steroid hormone biosynthesis
C02140	1100	Metabolic pathways
C02140	4923	Regulation of lipolysis in adipocytes
C02140	4925	Aldosterone synthesis and secretion
C02140	5020	Prion disease
C02141	100	Steroid biosynthesis
C02141	1100	Metabolic pathways
C02141	1110	Biosynthesis of secondary metabolites
C02147	785	Lipoic acid metabolism
C02147	1100	Metabolic pathways
C02151	901	Indole alkaloid biosynthesis
C02151	1110	Biosynthesis of secondary metabolites
C02153	966	Glucosinolate biosynthesis
C02153	1110	Biosynthesis of secondary metabolites
C02153	1210	2-Oxocarboxylic acid metabolism
C02160	2010	ABC transporters
C02161	380	Tryptophan metabolism
C02161	1100	Metabolic pathways
C02162	999	Biosynthesis of various plant secondary metabolites
C02162	1061	Biosynthesis of phenylpropanoids
C02162	1110	Biosynthesis of secondary metabolites
C02163	970	Aminoacyl-tRNA biosynthesis
C02165	590	Arachidonic acid metabolism
C02165	1100	Metabolic pathways
C02165	3320	PPAR signaling pathway
C02165	4080	Neuroactive ligand-receptor interaction
C02165	4726	Serotonergic synapse
C02165	4750	Inflammatory mediator regulation of TRP channels
C02165	4976	Bile secretion
C02165	7034	Eicosanoids
C02166	590	Arachidonic acid metabolism
C02166	1100	Metabolic pathways
C02166	4080	Neuroactive ligand-receptor interaction
C02166	4664	Fc epsilon RI signaling pathway
C02166	4726	Serotonergic synapse
C02166	4976	Bile secretion
C02166	5310	Asthma
C02167	350	Tyrosine metabolism
C02167	1100	Metabolic pathways
C02167	1120	Microbial metabolism in diverse environments
C02170	240	Pyrimidine metabolism
C02170	280	"Valine, leucine and isoleucine degradation"
C02170	640	Propanoate metabolism
C02170	1100	Metabolic pathways
C02172	380	Tryptophan metabolism
C02183	627	Aminobenzoate degradation
C02183	946	Degradation of flavonoids
C02183	1100	Metabolic pathways
C02183	1120	Microbial metabolism in diverse environments
C02185	195	Photosynthesis
C02185	1100	Metabolic pathways
C02188	310	Lysine degradation
C02188	1100	Metabolic pathways
C02189	512	Mucin type O-glycan biosynthesis
C02189	515	Mannose type O-glycan biosynthesis
C02189	532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
C02189	534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
C02189	1100	Metabolic pathways
C02191	860	Porphyrin metabolism
C02191	1100	Metabolic pathways
C02191	1110	Biosynthesis of secondary metabolites
C02191	1240	Biosynthesis of cofactors
C02198	590	Arachidonic acid metabolism
C02198	1100	Metabolic pathways
C02198	4080	Neuroactive ligand-receptor interaction
C02198	4611	Platelet activation
C02198	4726	Serotonergic synapse
C02198	7034	Eicosanoids
C02199	520	Amino sugar and nucleotide sugar metabolism
C02199	1100	Metabolic pathways
C02199	1250	Biosynthesis of nucleotide sugars
C02218	270	Cysteine and methionine metabolism
C02218	1100	Metabolic pathways
C02220	380	Tryptophan metabolism
C02220	1100	Metabolic pathways
C02222	361	Chlorocyclohexane and chlorobenzene degradation
C02222	362	Benzoate degradation
C02222	364	Fluorobenzoate degradation
C02222	627	Aminobenzoate degradation
C02222	1100	Metabolic pathways
C02222	1120	Microbial metabolism in diverse environments
C02222	1220	Degradation of aromatic compounds
C02225	640	Propanoate metabolism
C02225	1100	Metabolic pathways
C02226	290	"Valine, leucine and isoleucine biosynthesis"
C02226	660	C5-Branched dibasic acid metabolism
C02226	1100	Metabolic pathways
C02226	1210	2-Oxocarboxylic acid metabolism
C02232	360	Phenylalanine metabolism
C02232	362	Benzoate degradation
C02232	930	Caprolactam degradation
C02232	1100	Metabolic pathways
C02232	1120	Microbial metabolism in diverse environments
C02235	627	Aminobenzoate degradation
C02235	1120	Microbial metabolism in diverse environments
C02236	623	Toluene degradation
C02236	1120	Microbial metabolism in diverse environments
C02236	1220	Degradation of aromatic compounds
C02237	470	D-Amino acid metabolism
C02237	1100	Metabolic pathways
C02247	405	Phenazine biosynthesis
C02247	627	Aminobenzoate degradation
C02247	998	Biosynthesis of various antibiotics
C02247	1100	Metabolic pathways
C02247	1110	Biosynthesis of secondary metabolites
C02247	1120	Microbial metabolism in diverse environments
C02249	1040	Biosynthesis of unsaturated fatty acids
C02249	1212	Fatty acid metabolism
C02249	4216	Ferroptosis
C02249	4913	Ovarian steroidogenesis
C02262	52	Galactose metabolism
C02262	1100	Metabolic pathways
C02262	2060	Phosphotransferase system (PTS)
C02265	360	Phenylalanine metabolism
C02265	470	D-Amino acid metabolism
C02265	1100	Metabolic pathways
C02265	4742	Taste transduction
C02266	40	Pentose and glucuronate interconversions
C02266	1100	Metabolic pathways
C02271	625	Chloroalkane and chloroalkene degradation
C02271	1120	Microbial metabolism in diverse environments
C02273	40	Pentose and glucuronate interconversions
C02273	1100	Metabolic pathways
C02273	2010	ABC transporters
C02274	624	Polycyclic aromatic hydrocarbon degradation
C02274	999	Biosynthesis of various plant secondary metabolites
C02274	1120	Microbial metabolism in diverse environments
C02280	53	Ascorbate and aldarate metabolism
C02280	520	Amino sugar and nucleotide sugar metabolism
C02280	1100	Metabolic pathways
C02280	1110	Biosynthesis of secondary metabolites
C02280	1240	Biosynthesis of cofactors
C02280	1250	Biosynthesis of nucleotide sugars
C02282	970	Aminoacyl-tRNA biosynthesis
C02282	1100	Metabolic pathways
C02291	260	"Glycine, serine and threonine metabolism"
C02291	270	Cysteine and methionine metabolism
C02291	1100	Metabolic pathways
C02291	1110	Biosynthesis of secondary metabolites
C02291	1230	Biosynthesis of amino acids
C02291	1240	Biosynthesis of cofactors
C02295	760	Nicotinate and nicotinamide metabolism
C02295	1120	Microbial metabolism in diverse environments
C02298	380	Tryptophan metabolism
C02301	4714	Thermogenesis
C02305	330	Arginine and proline metabolism
C02305	1100	Metabolic pathways
C02320	480	Glutathione metabolism
C02320	983	Drug metabolism - other enzymes
C02320	1100	Metabolic pathways
C02321	900	Terpenoid backbone biosynthesis
C02325	940	Phenylpropanoid biosynthesis
C02325	1061	Biosynthesis of phenylpropanoids
C02325	1100	Metabolic pathways
C02325	1110	Biosynthesis of secondary metabolites
C02330	541	O-Antigen nucleotide sugar biosynthesis
